Rk,Player,age,proPic,WS,salary,projSalary
432,Kelly Oubre Jr.\oubreke01,26,,3.3,$1517981,$1782621
433,Jaysean Paige\paigeja01,27,,-0.1,$1500000,$1563518
434,Trayvon Palmer\palmetr01,27,,0,$1500000,$1563518
435,Kevin Pangos\pangoke01,29,,0.1,$1489065,$1752638
436,Jabari Parker\parkeja01,26,,0.3,$1489065,$1752638
437,Eric Paschall\pascher01,25,,2,$1625991,$1752638
438,Chris Paul\paulch01,36,,9.4,$1456666,
439,Cameron Payne\payneca01,27,,1.9,$2045094,
440,Elfrid Payton\paytoel01,27,,-0.2,$1366392,
441,Gary Payton II\paytoga02,29,,5.2,$4000000,$4000000
442,Norvel Pelle\pelleno01,28,,0,$1252127,
443,Reggie Perry\perryre01,21,,0.2,$1250000,$1563518
444,Jamorko Pickett\pickeja01,24,,0.1,$1093598,$1815677
445,Theo Pinson\pinsoth01,26,,0.4,$1090007,
446,Mason Plumlee\plumlma01,31,,4.7,$1068288,
447,Jakob Poeltl\poeltja01,26,,6.9,$1062303,$1563518
448,Aleksej Pokusevski\pokusal01,20,,0.4,$1057260,$1563518
449,Yves Pons\ponsyv01,22,,0,$1039080,
450,Jordan Poole\poolejo01,22,,6,$1000000,$1563518
451,Kevin Porter Jr.\porteke02,21,,0.8,$10720900,
452,Michael Porter Jr.\portemi01,23,,-0.2,$999200,$999200
453,Otto Porter Jr.\porteot01,28,,4.9,$958529,$2193920
454,Bobby Portis\portibo01,26,,5.5,$925258,$1563518
455,Kristaps Porziņģis\porzikr01,26,,5.6,$925258,$1563518
456,Micah Potter\pottemi01,23,,0,$925258,$1563518
457,Dwight Powell\poweldw01,30,,8.2,$925258,$1563518
458,Myles Powell\powelmy01,24,,-0.1,$925258,$1563518
459,Norman Powell\powelno01,28,,2.8,$925258,$1563518
460,Joshua Primo\primojo01,19,,0,$925258,$1563518
461,Taurean Prince\princta02,27,,2.2,$925258,$1563518
462,Payton Pritchard\pritcpa01,24,,3.1,$925258,$1563518
463,Trevelin Queen\queentr01,24,,0.1,$925258,$1563518
464,Neemias Queta\quetane01,22,,0.1,$925258,
465,Immanuel Quickley\quickim01,22,,4.2,$925258,
466,Jahmi'us Ramsey\ramseja01,20,,-0.1,$924730,
467,Julius Randle\randlju01,27,,3.1,$888616,$2351521
468,Austin Reaves\reaveau01,23,,2.9,$850331,
469,Cam Reddish\reddica01,22,,1,$785102,
470,Davon Reed\reedda01,26,,1.6,$20168742,
471,Paul Reed\reedpa01,22,,1.3,$705598,
472,Naz Reid\reidna01,22,,3.2,$705598,
473,Nick Richards\richani01,24,,1,$1290481,
474,Josh Richardson\richajo01,28,,3.5,$666666,
475,Austin Rivers\riverau01,29,,1.2,$663024,
476,Duncan Robinson\robindu01,27,,3.9,$2045094,
477,Justin Robinson\robinju01,24,,-0.3,$7622467,$333333
478,Mitchell Robinson\robinmi01,23,,8.5,$1290481,
479,Jeremiah Robinson-Earl\robinje02,21,,1.5,$606702,
480,Isaiah Roby\robyis01,23,,2.9,$2541217,
481,Rajon Rondo\rondora01,35,,0.7,$11109327,$7827907
482,Derrick Rose\rosede01,33,,1.4,$586136,
483,Terrence Ross\rosste01,30,,0.3,$558345,
484,Terry Rozier\roziete01,27,,5.9,$527614,
485,Ricky Rubio\rubiori01,31,,1.3,$10468119,
486,D'Angelo Russell\russeda01,25,,4.4,$462629,
487,Matt Ryan\ryanma01,24,,0,$4107149,$3925000
488,Domantas Sabonis\sabondo01,25,,7.1,$377645,
489,Olivier Sarr\sarrol01,22,,1,$364533,
490,Tomáš Satoranský\satorto01,30,,1,$350000,
491,Jordan Schakel\schakjo01,23,,-0.1,$313737,$1563518
492,Admiral Schofield\schofad01,24,,0.3,,
493,Dennis Schröder\schrode01,28,,2.9,$292466,$1563518
494,Tre Scott\scotttr01,25,,0,$290967,$1752638
495,Jay Scrubb\scrubja01,21,,0,$276039,
496,Wayne Selden\seldewa01,27,,0,$260561,$1563518
497,Alperen Şengün\sengual01,19,,2.1,$8558,
498,Collin Sexton\sextoco01,23,,-0.1,$231062,$1752638
499,Landry Shamet\shamela01,24,,2.6,$202068,
500,Day'Ron Sharpe\sharpda01,20,,1.2,$153488,
501,Pascal Siakam\siakapa01,27,,8.1,$1366392,
502,Chris Silva\silvach01,25,,0.3,$1290481,
503,Marko Simonovic\simonma01,22,,0,$1290481,
504,Anfernee Simons\simonan01,22,,1.9,$1290481,
505,Zavier Simpson\simpsza01,24,,-0.1,$924730,
506,Jericho Sims\simsje01,23,,1.5,$924730,
507,Deividas Sirvydis\sirvyde01,21,,-0.1,$924730,
508,Javonte Smart\smartja01,22,,-0.2,$924730,
509,Marcus Smart\smartma01,27,,5.6,$276039,
510,Dennis Smith Jr.\smithde03,24,,0.4,$276039,
511,Ish Smith\smithis01,33,,0.5,,
512,Jalen Smith\smithja04,21,,2.8,,
513,Xavier Sneed\sneedxa01,24,,0,$55208,
514,Tony Snell\snellto01,30,,0.4,$55208,
515,Jaden Springer\sprinja01,19,,0,$55208,
516,Cassius Stanley\stanlca01,22,,0.1,$55208,
517,Nik Stauskas\stausni01,28,,0.1,$276039,
518,Lance Stephenson\stephla01,31,,0.8,$924730,
519,Lamar Stevens\stevela01,24,,1.6,$1625991,$1752638
520,Isaiah Stewart\stewais01,20,,3.4,$276039,
521,Max Strus\strusma01,25,,3.6,$122741,$122741
522,Jalen Suggs\suggsja01,20,,-1.6,$888616,$2351521
523,Craig Sword\swordcr01,28,,0.1,$888616,$2351521
524,Keifer Sykes\sykeske01,28,,-0.5,$888616,$2351521
525,Jae'Sean Tate\tateja01,26,,3,$888616,$2351521
526,Jayson Tatum\tatumja01,23,,9.6,$958529,$2193920
527,Terry Taylor\taylote01,22,,2.4,$958529,$2193920
528,Garrett Temple\templga01,35,,0.8,$958529,$2193920
529,Emanuel Terry\terryem01,25,,-0.1,$2045094,
530,Tyrell Terry\terryty01,21,,0,$2045094,
531,Jon Teske\teskejo01,24,,0,$2045094,
532,Daniel Theis\theisda01,29,,1.9,$2045094,
533,Brodric Thomas\thomabr01,25,,0.1,,
534,Cam Thomas\thomaca02,20,,0.8,$586136,
535,Isaiah Thomas\thomais02,32,,0.2,$586136,
536,Matt Thomas\thomama02,27,,0.6,$606702,
537,Klay Thompson\thompkl01,31,,1.8,$606702,
538,Tristan Thompson\thomptr01,30,,1.6,$1090007,
539,JT Thor\thorjt01,19,,0.3,$1090007,
540,Matisse Thybulle\thybuma01,24,,3.7,$1068288,
541,Killian Tillie\tilliki02,23,,0.6,$100000,$1752638
542,Xavier Tillman Sr.\tillmxa01,23,,1.8,$1762796,
543,Isaiah Todd\toddis01,20,,-0.2,$1762796,
544,Obi Toppin\toppiob01,23,,3.9,$1762796,
545,Juan Toscano-Anderson\toscaju01,28,,2,$1762796,
546,Karl-Anthony Towns\townska01,26,,10.3,$1762796,
547,Gary Trent Jr.\trentga02,23,,5.6,$705598,
548,P.J. Tucker\tuckepj01,36,,5,$705598,
549,Rayjon Tucker\tuckera01,24,,0.4,$29814,$1878720
550,Myles Turner\turnemy01,25,,3.1,$29814,$1878720
551,Jonas Valančiūnas\valanjo01,29,,7.3,,
552,Denzel Valentine\valende01,28,,0.2,$705598,
553,Jarred Vanderbilt\vandeja01,22,,6,$705598,
554,Fred VanVleet\vanvlfr01,27,,6.7,$29814,$1878720
555,Devin Vassell\vassede01,21,,3.3,,
556,Gabe Vincent\vincega01,25,,2.5,$29814,$1878720
557,Nikola Vučević\vucevni01,31,,4.5,,
558,Dean Wade\wadede01,25,,2.3,,
559,Franz Wagner\wagnefr01,20,,4,,
560,Moritz Wagner\wagnemo01,24,,2.8,$1720779,
561,Ish Wainright\wainris01,27,,0.6,$1720779,
562,Kemba Walker\walkeke02,31,,1.8,,
563,Lonnie Walker IV\walkelo01,23,,1.2,,
564,M.J. Walker\walkemj01,23,,0,$19186,$1815677
565,Tyrone Wallace\wallaty01,27,,-0.1,$19186,$1815677
566,Derrick Walton\waltode01,26,,-0.2,,
567,Brad Wanamaker\wanambr01,32,,0,$850331,
568,Duane Washington Jr.\washidu02,21,,0,,
569,P.J. Washington\washipj01,23,,3.4,$28779,$1815677
570,Yuta Watanabe\watanyu01,27,,0.7,,
571,Lindy Waters III\waterli01,24,,0.8,$28779,$1815677
572,Tremont Waters\watertr01,24,,0,,
573,Trendon Watford\watfotr01,21,,1.9,,
574,Paul Watson\watsopa01,27,,0,$92857,$92857
575,Quinndary Weatherspoon\weathqu01,25,,0.2,$290967,$1752638
576,Russell Westbrook\westbru01,33,,1.7,$290967,$1752638
577,Coby White\whiteco01,21,,2.4,$290967,$1752638
578,Derrick White\whitede01,27,,5.1,$231062,$1752638
579,Hassan Whiteside\whiteha01,32,,5.8,$231062,$1752638
580,Joe Wieskamp\wieskjo01,22,,0.1,$1625991,$1752638
581,Aaron Wiggins\wiggiaa01,23,,1.2,$1625991,$1752638
582,Andrew Wiggins\wiggian01,26,,5.1,$100000,$1752638
583,Lindell Wigginton\wiggili01,23,,0.2,,
584,Brandon Williams\willibr03,22,,-0.5,,
585,Grant Williams\willigr01,23,,5.1,$1517981,$1782621
586,Kenrich Williams\willike04,27,,1.8,,
587,Lou Williams\willilo02,35,,0.6,,
588,Patrick Williams\willipa01,20,,0.9,$76744,$1815677
589,Robert Williams\williro04,24,,9.9,$58493,
590,Ziaire Williams\willizi02,20,,2.2,$55208,
591,D.J. Wilson\wilsodj01,25,,0.4,,
592,Dylan Windler\windldy01,25,,0.8,,
593,Justise Winslow\winslju01,25,,0.8,,
594,Cassius Winston\winstca01,23,,0,,
595,Christian Wood\woodch01,26,,4.9,,
596,Robert Woodard II\woodaro01,22,,-0.1,,
597,Delon Wright\wrighde01,29,,3.6,,
598,McKinley Wright IV\wrighmc01,23,,0,,
599,Moses Wright\wrighmo01,23,,0.1,$462629,
600,Gabe York\yorkga01,28,,0,,
601,Thaddeus Young\youngth01,33,,2.2,,
602,Trae Young\youngtr01,23,,10,,
603,Omer Yurtseven\yurtsom01,23,,2.1,,
604,Cody Zeller\zelleco01,29,,1.1,,
605,Ivica Zubac\zubaciv01,24,,7.2,,
